brand,model_number,model_name,alternatives,inches,width,height,panel,on_w,sleep_w,off_w,max_nits,hdr,certified
HP,HP 724pf,HP Series 7 Pro 724pf,HSD-0075-W,23.8,1920,1080,IPS LCD,12.29,0.2,0.14,300,,2023-12-18
HP,HP 724pn,HP Series 7 Pro 724pn,HSD-0076-W,24,1920,1200,IPS LCD,11.05,0.2,0.12,350,,2023-01-03
HP,HP 724pu,HP Series 7 Pro 724pu,HSD-0077-W,24,1920,1200,IPS LCD,14.25,0.3,0.26,350,,2024-01-03
HP,HP 727pk,HP Series 7 Pro 727pk,HSD-0164-W,27,3840,2160,IPS LCD,25.82,0.78,0.21,300,DisplayHDR 400,2023-12-18
HP,HP 727pm,HP Series 7 Pro 727pm,HSD-0166-W,27,3840,2160,IPS LCD,24.49,0.84,0.24,400,DisplayHDR 400,2024-01-31
HP,HP 727pq,HP Series 7 Pro 727pq,HSD-0163-W,27,2560,1440,IPS LCD,17.73,0.22,0.12,400,DisplayHDR 400,2023-12-05
HP,HP 727pu,HP Series 7 Pro 727pu,HSD-0165-W,27,2560,1440,IPS LCD,20.3,0.8,0.2,400,DisplayHDR 400,2024-01-09
HP,HP 732xk,HP Series 7 Pro 732xk,HSD-0192-W,31.5,3840,2160,IPS LCD,30.09,1.01,0.23,450,DisplayHDR 600,2025-08-05
HP,HP 734pm,HP Series 7 Pro 734pm,HSD-0167-W,34.1,3440,1440,IPS LCD,31.33,0.83,0.22,400,DisplayHDR 400,2024-01-03
HP,HP 738pu,HP Series 7 Pro 738pu,HSD-0168-W,37.5,3840,1600,IPS LCD,35.11,0.83,0.21,300,,2023-12-18
HP,HP 740pm,HP Series 7 Pro 740pm,HSD-0107-W,39.7,5120,2160,IPS LCD,56.1,0.41,0.27,300,,2024-01-09
HP,HP E14 G4,HP E14 G4 Portable Monitor,,14,1080,1920,TFT LCD,3.8,0.2,0.2,200,,2020-07-29
HP,HP M22fw FHD Monitor,HP M22f FHD Monitor,M22f|M22fw,21.5,1920,1080,IPS LCD,11.45,0.13,0.09,299,,2025-06-19
HP,HP P22 G5 FHD Monitor,HP P22 G5 FHD Monitor,,21.5,1920,1080,IPS LCD,12.19,0.3,0.26,244.8,,2022-04-06
HP,HP P24 G5 FHD Monitor,HP P24 G5 FHD Monitor,24h,23.8,1920,1080,IPS LCD,13.25,0.17,0.13,273.7,,2022-05-06
HP,HP P27h G5 FHD Monitor,HP P27h G5 FHD Monitor,27h,27,1920,1080,IPS LCD,14.7,0.15,0.11,297.3,,2022-05-25
HP,HP Series 3 Pro 322ph,HP Series 3 Pro 21.5 inch FHD Monitor - 322ph,,21.5,1920,1080,IPS LCD,12.34,0.14,0.13,256.6,,2025-01-17
HP,OMEN 24e,OMEN 24e,,23.8,1920,1080,IPS LCD,12.46,0.13,0.12,376.2,,2026-04-23
HP,OMEN 27e,OMEN 27e,,27,1920,1080,IPS LCD,14.4,0.13,0.12,388,,2026-04-23
HP,OMEN TRANSCEND 32,OMEN TRANSCEND 32,HSD-0170-W,31.5,3840,2160,OLED,39.4,0.44,0.23,250,DisplayHDR 400,2024-07-02
HP,P204v,HP P204v Monitor,V20,19.5,1600,900,TN LCD,9.02,0.08,0.05,200,,2019-12-09
HP,P22 G5,HP P22 G5 FHD Monitor,,21.5,1920,1080,IPS LCD,12.73,0.12,0.09,250,,2022-04-01
HP,P22b G5,HP P22b G5 FHD Monitor,,21.5,1920,1080,VA LCD,11.78,0.16,0.11,250,,2023-07-04
HP,P22v G5,HP P22v G5,HSD-0127-Q|322pv,21.5,1920,1080,VA LCD,11.2,0.2,0.07,250,,2024-03-11
HP,P22vb G5,P22vb G5,,21.5,1920,1080,TN LCD; VA LCD,12.78,0.13,0.11,250,,2021-07-07
HP,P24 G5,HP P24 G5 FHD Monitor,,23.8,1920,1080,ADS LCD,13.96,0.12,0.1,250,,2022-04-01
HP,P24a G4,HP P24a G4 FHD Monitor,,23.8,1920,1080,TFT LCD,14.03,0.15,0.12,250,,2021-06-24
HP,P24v G5,HP P24v G5 FHD Monitor,,23.8,1920,1080,TFT LCD,14.3,0.13,0.11,250,,2022-06-20
HP,P34hc G4,HP P34hc G4 WQHD USB-C Curved Monitor,M34d,34,3440,1440,IPS LCD,34.07,0.24,0.18,200,,2020-11-05
HP,V24v G5,"HP V24v G5, HP V24v G5 FHD Monitor, HSD-0133-Q",HSD-0133-Q,23.8,1920,1080,VA LCD,11.86,0.21,0.07,250,,2022-04-11
HP,Z32k G3,HP Z32k G3 4K USB-C Display,,31.5,3840,2160,IPS LCD,31.14,0.41,0.27,400,,2022-06-07
Inforlandia,HYA-2401,HYA-2401,,23.8,1920,1080,TFT LCD,12.52,0.19,0.17,190,,2021-04-15
INSYS,HY2-215LD-2,HY2-215LD-2,,21.5,1920,1080,TFT LCD,11.4,0.11,0.09,250,,2022-05-24
INSYS,LE2-2402,LE2-2402,,23.8,1920,1080,TFT LCD,12.8,0.11,0.09,250,,2022-05-26
INSYS,LE2-2702,LE2-2702,,27,1920,1080,TFT LCD,14.82,0.11,0.08,250,,2022-05-24
"JETWING, SELENO, TICNOVA",JWG-238,"23.8"" LED Monitor",JWG-2105|JWG-2306|JWG-2308|JWG-2308YM|JWG-2400|JWG-2700|JWG-2700YM|JWG-2800|JWG-3200|JWG-3400|TIC2308|TIC-238|TIC238WD,23.8,1920,1080,IPS LCD,11.25,0.34,,153.2,,2025-03-04
Koorui,24N1,24N1,24N**|MB24V13F|MB24V13****|P01|P02,24,1920,1080,TFT-LCD,13,0.14,0.11,350,,2023-06-19
Koorui,MB24N2F,MB24N2F,24N5******|24N5CA|MB24**********,23.5,1920,1080,TFT-LCD,13.5,0.15,0.14,250,,2023-10-13
Koorui,MB27N2F,MB27N2F,27N5******|27N5CA|MB27**********,27,1960,1080,TFT-LCD,14.14,0.15,0.14,250,,2023-10-13
Lanix,LX215,LX215,,21.5,1920,1080,VA LCD,11.74,0.13,0.09,250,,2023-02-27
Lanix,LX240,LX240,,23.8,1920,1080,VA LCD,13.22,0.18,0.13,200,,2024-12-20
Lenovo,A16240WT0,T24d-10,P24d-10,24.1,1920,1200,TN LCD,12.6,0.19,0.14,355,,2019-11-20
Lenovo,A18238FS0,S24e-10,L24e-20|S24e-03|A18238FL0,23.8,1920,1080,TN LCD,12.78,0.12,0.09,266,,2018-04-25
Lenovo,A18270FS0,S27i-10,L27i-28|A18270FL0,27,1920,1080,TN LCD,12.66,0.12,0.08,264,,2019-11-25
Lenovo,A18TIO27i,TIO27q,TIO27|A18TIO27,27,2560,1440,TFT LCD,21.28,0.83,0.27,350,,2024-01-02
Lenovo,A21156FX0,M15,,15.6,1920,1080,TFT LCD,6.2,0.4,0.35,250,,2021-03-17
Lenovo,A21238FT0,T24t-20,,23.8,1920,1080,TFT LCD,15.73,0.66,0.32,300,,2021-03-12
Lenovo,A21270QE0,E27q-20,T27qs-20,27,2560,1440,TFT LCD,20.37,0.28,0.19,350,,2024-08-28
Lenovo,A22270FT0,T27i-30,T27i-37,27,1920,1080,TFT LCD,15.36,0.5,0.14,300,,2022-04-04
Lenovo,A22270QP1,P27q-30,,27,2560,1440,TFT LCD,16.62,0.26,0.15,350,,2022-04-04
Lenovo,A22270QT0,T27h-30,T27h-37,27,2560,1440,TFT LCD,20.43,0.75,0.32,350,,2022-04-25
Lenovo,A22270UP0,T27p-30,,27,3840,2160,TFT LCD,26.01,1.8,0.24,350,,2022-06-02
Lenovo,A22315QT0,T32h-30,,31.5,2560,1440,TFT LCD,25.56,0.5,0.18,350,,2022-08-03
Lenovo,A22315UP0,P32p-30,,31.5,3840,2160,TFT LCD,32.76,2.33,0.39,300,,2022-10-21
Lenovo,A22315UT0,T32p-30,,31.5,3840,2160,TFT LCD,31.01,0.52,0.17,350,,2022-08-04
Lenovo,A223403T0,T34w-30,,34,1440,3440,TFT LCD,28.44,0.61,0.21,350,,2022-09-06
Lenovo,A234905P0,P49w-30,,49,5120,1440,TFT LCD,49.12,1.8,0.3,350,,2023-01-06
Lenovo,A23TIO22,TIO22Gen5,,21.5,1920,1080,TFT LCD,9.99,0.27,0.18,250,,2023-03-27
Lenovo,A23TIO22,TIO22Gen5Touch,,21.5,1920,1080,TFT LCD,11.15,0.67,0.18,250,,2023-03-27
Lenovo,A23TIO24,TIO24Gen5,,23.8,1920,1080,TFT LCD,11.8,0.27,0.19,250,,2023-03-27
Lenovo,A23TIO24T,TIO24Gen5Touch,,23.8,1920,1080,TFT LCD,12.96,0.68,0.19,250,,2023-03-27
Lenovo,A24245FP0,P25i-30,,24.5,1920,1080,TFT LCD,11.9,0.31,0.1,300,,2024-01-02
Lenovo,A24270FL0,L27i-4A,L27-45|L27-46|L27-4C|L27-4r|L27i-4B,27,1920,1080,IPS LCD,15.83,0.24,0.21,300,,2024-04-19
Lenovo,A25160WX0,M16,L16,16,1920,1200,IPS LCD,4.5,0.34,0.14,300,,2026-04-02
Lenovo,A25238FE0,E24-40,TS24-40,23.8,1920,1080,IPS LCD,11.8,0.31,0.21,250,,2025-04-29
Lenovo,A25238FS0,S24-4e,,23.8,1920,1080,IPS LCD,13.26,0.33,0.26,250,,2025-02-24
Lenovo,A25238FT1,T24D-40,T24D-48,23.8,1920,1080,VA LCD,14,0.53,0.23,250,,2025-04-11
Lenovo,A25238FT2,T24-4v,,23.8,1920,1080,VA LCD,11.36,0.23,0.1,250,,2025-04-15
Lenovo,A25238FT3,T24D-4v,,23.8,1920,1080,IPS LCD,15.5,0.67,0.16,250,,2025-07-02
Lenovo,A25238QP0,P24QD-40,,23.8,2560,1440,TFT LCD,14,1.29,0.38,300,,2025-04-09
Lenovo,A25238QP1,P24Q-40,,23.8,2560,1440,TFT LCD,11,0.32,0.15,300,,2025-04-09
Lenovo,A25270FS0,S27-4e,,27,1920,1080,IPS LCD,11.75,0.28,0.22,300,,2025-05-14
Lenovo,A25270QT0,T27QD-4v,,27,2560,1440,IPS LCD,20.4,0.8,0.18,350,,2025-07-04
Lenovo,A25315UT0,T32UD-40,,31.5,3840,2160,IPS LCD,25.2,0.87,0.17,350,,2025-04-28
Lenovo,A253403P0,P34WD-40,,34,3440,1440,IPS LCD,24.5,1.72,0.29,350,,2025-02-27
Lenovo,A253403T0,T34WD-40,,34,3440,1440,VA LCD,25.57,0.64,0.17,300,,2025-02-07
Lenovo,A253975P0,P40WD-40,,39.7,5120,2160,TFT LCD,38.12,1.77,0.23,400,,2025-07-08
Lenovo,A26270FT0,T27D-40,,27,1920,1080,IPS LCD,16.72,1.08,0.44,300,,2026-06-11
Lenovo,A26315UT0,T32UD-4v,,31.5,3840,2160,IPS LCD,24.92,0.75,0.19,350,,2026-09-02
Lenovo,A263403T0,T34WD-4v,,34,3440,1440,VA LCD,24.8,0.76,0.19,300,,2026-07-30
Lenovo,C18238FT1,T24m-10,,23.8,1920,1080,TFT LCD,13.93,0.37,0.16,250,,2019-10-16
Lenovo,C19270QT0,T27q-20,,27,2560,1440,IPS LCD,17.15,0.18,0.12,350,,2019-10-02
Lenovo,C19280DL0,L28u-30,S28u-10|C19280DS0,27.9,3840,2160,IPS LCD,24.09,0.18,0.15,300,,2019-07-26
Lenovo,C20238FS0,S24e-20,,23.8,1920,1080,IPS LCD,11.36,0.13,0.11,250,,2020-10-14
Lenovo,C20315UP0,P32p-20,,31.5,3840,2160,IPS LCD,26.51,0.44,0.23,350,,2020-01-21
Lenovo,C23215FE0,E22-30,,21.5,1920,1080,IPS LCD,9.01,0.1,0.08,250,,2023-07-05
Lenovo,C23238FE0,E24-30,,23.8,1920,1080,IPS LCD,10.88,0.21,0.17,250,,2023-07-18
Lenovo,C23238QE0,E24q-30,,24,2560,1440,IPS LCD,12.21,0.13,0.11,300,,2023-07-06
Lenovo,C23270UP0,P27pz-30,,27,3840,2160,Wide Viewing Angle,26,0.49,0.2,600,DisplayHDR 1000,2023-06-26
Lenovo,C23315UP0,P32pz-30,,32,3840,2160,Wide Viewing Angle,32,0.49,0.2,650,DisplayHDR 1000,2023-06-26
Lenovo,C24240WD0,C24d-20,,24,1920,1200,IPS LCD,11.72,0.18,0.11,300,,2024-01-09
Lenovo,C25238FT0,T24-40,,23.8,1920,1080,IPS LCD,11.52,0.52,0.14,250,,2024-12-13
Lenovo,C25270QP0,P27QD-40,,27,2560,1440,IPS LCD,14.51,0.75,0.17,350,,2025-02-14
Lenovo,C25270QT0,T27QD-40,,27,2560,1440,IPS LCD,16.57,0.91,0.35,350,,2025-02-14
Lenovo,C25270UT0,T27UD-40,,27,3840,2160,IPS LCD,17.95,0.95,0.16,350,,2025-02-18
Lenovo,C25315UP0,P32UD-40,,31.5,3840,2160,IPS LCD,18.3,1.36,0.18,350,,2025-06-09
Lenovo,C26238FT0,T24D-4t,,23.8,1920,1080,IPS LCD,13.61,1.02,0.16,350,,2026-02-06
Lenovo,C26270UP0,P27UD-40,,27,3840,2160,IPS LCD,17.3,1.02,0.16,350,,2026-02-27
Lenovo,D17215FT0,T22v-10,,21.5,1920,1080,IPS LCD,12.01,0.2,0.17,250,,2019-10-02
Lenovo,D17238FE0,E24-10,,23.8,1920,1080,IPS LCD,11.76,0.19,0.14,250,,2019-10-02
Lenovo,D17238FE1,TE24-10,,23.8,1920,1080,IPS LCD,12.15,0.15,0.12,250,,2019-10-02
Lenovo,D19270QP0,P27q-20,,27,1440,2560,IPS LCD,16.47,0.15,0.12,350,,2019-10-02
Lenovo,D19270QP1,P27h-20,,27,1440,2560,IPS LCD,19.31,0.5,0.19,350,,2020-07-04
Lenovo,D19270QP1,P27h-20,,27,1440,2560,IPS LCD,19.31,0.5,0.19,350,,2020-07-04
Lenovo,D19270QP1,P27h-20,P27h-28|D21270QP0,27,2560,1440,IPS LCD,20.96,0.75,0.19,350,,2022-06-02
Lenovo,D20215FT0,T22i-20,P22i-20,21.5,1080,1920,IPS LCD,10.3,0.13,0.08,250,,2019-12-31
Lenovo,D20215FT1,T22v-20,,21.5,1080,1920,IPS LCD,10.75,0.15,0.09,250,,2019-12-31
Lenovo,D20238FT0,T24v-20,,23.8,1080,1920,IPS LCD,11.36,0.15,0.09,250,,2019-12-31
Lenovo,D20238QL0,Q24h-10,,23.8,1440,2560,IPS LCD,13.61,0.72,0.27,300,,2019-12-30
Lenovo,D21238FT0,T24m-20,P24m-20,23.8,1920,1080,IPS LCD,14.76,0.53,0.26,250,,2021-04-23
Lenovo,D21238FT0,T24m-29,,23.8,1920,1080,IPS LCD,14.76,0.62,0.23,250,,2022-01-20
Lenovo,D21270UP0,P27u-20,,27,2160,3840,IPS LCD,28.84,2.85,0.2,400,DisplayHDR 400,2021-10-14
Lenovo,D213975P0,P40w-20,,40,5120,2160,IPS LCD,52.43,0.98,0.2,306,,2021-02-04
Lenovo,D22140MX0,M14d,,14,2240,1400,IPS LCD,4.96,0.36,0.22,300,,2022-03-29
Lenovo,D22215FT0,T22i-30,P22i-30,21.5,1920,1080,IPS LCD,11,0.12,0.07,250,,2022-05-27
Lenovo,D22230FT0,T23i-30,,23,1920,1080,IPS LCD,11.88,0.11,0.07,250,,2022-05-26
Lenovo,D22238QP0,P24h-30,,23.8,2560,1440,IPS LCD,17.4,0.53,0.19,300,,2022-05-06
Lenovo,D22238QP1,P24q-30,,23.8,2560,1440,IPS LCD,15.44,0.14,0.11,300,,2022-05-06
Lenovo,D22e-20,D21215FD0,C22e-20,21.5,1920,1080,VA LCD,12.17,0.16,0.12,250,,2022-09-30
Lenovo,D24140QX0,M14t Gen2,,14,2240,1400,IPS LCD,6.57,0.35,0.25,300,,2024-03-08
Lenovo,D24238FL0,L24-4C,L24-45,23.8,1920,1080,IPS LCD,14.54,0.17,0.1,250,,2025-07-15
Lenovo,D24238FL0,L24-4r,L24-46,23.8,1920,1080,IPS LCD,13.56,0.17,0.11,300,,2026-04-29
Lenovo,D24238FL0,L24i-4A,,23.8,1920,1080,IPS LCD,14.15,0.19,0.12,250,,2024-03-25
Lenovo,D24238FL1,L24D-4C,,23.8,1920,1080,IPS LCD,14.8,0.5,0.3,250,,2025-07-15
Lenovo,D24238FL1,L24m-4A,,23.8,1920,1080,IPS LCD,14.78,0.44,0.16,250,,2024-04-08
Lenovo,D24270QL0,L27q-4A,,27,2560,1440,IPS LCD,18.79,0.25,0.21,350,,2024-04-16
Lenovo,D24270QL1,L27h-48,,27,2560,1440,IPS LCD,21.3,0.49,0.18,350,,2026-07-20
Lenovo,D24270QL1,L27h-4A,,27,2560,1440,IPS LCD,21.3,0.49,0.18,350,,2024-04-16
Lenovo,D25215FE0,E22-40,TS22-40,21.5,1920,1080,IPS LCD,10.93,0.5,0.3,250,,2025-05-20
Lenovo,D25215FS0,S22-4e,,21.5,1920,1080,IPS LCD,9.9,0.5,0.3,250,,2025-05-20
Lenovo,D25270FT0,T27-40,,27,1920,1080,IPS LCD,12.5,0.21,0.17,300,,2024-12-09
Lenovo,D25270QP0,P27Q-40,,27,2560,1440,IPS LCD,13.8,0.21,0.11,350,,2024-12-09
Lenovo,D25270QT0,T27Q-40,,27,2560,1440,IPS LCD,16.15,0.28,0.14,350,,2024-12-09
Lenovo,D26TIO24,TIO24Gen6,,23.8,1920,1080,IPS LCD,11.36,0.5,0.3,258,,2026-04-15
Lenovo,D26TIO24T,TIO24Gen6Touch,,23.8,1920,1080,IPS LCD,12.52,0.8,0.3,260,,2026-04-14
Lenovo,D26TIO27,TIO27Gen6,,27,2560,1440,IPS LCD,18.5,0.5,0.5,300,,2026-04-14
Lenovo,F20238FE*,E24-**,T24s-**,23.8,1080,1920,IPS LCD; VA LCD,13.4,0.22,0.21,263.5,,2022-04-18
Lenovo,F213403P0,P34w-20,,34.1,3440,1440,IPS LCD,29.58,0.18,0.17,281.7,,2021-05-13
Lenovo,"F22238F**  ( “*” can be A-Z, a-z, 0-9, /, \, hyphen, +, - or blank)","T24i-**  ( “*” can be A-Z, a-z, 0-9, /, \, hyphen, +, - or blank)",F22238F**|T24i-**,23.8,1920,1080,IPS LCD,11.8,0.22,0.21,250,,2022-07-15
Lenovo,F22238FT1,F22238FT1,T24v-30|F22238***|T24v-**,23.8,1920,1080,IPS LCD,14.1,0.15,0.13,250,,2022-08-04
Lenovo,F22238FT2,F22238FT2,T24mv-30|F2223****|T24mv-**,23.8,1920,1080,IPS LCD,14,0.73,0.17,250,,2022-11-02
Lenovo,F22270QT0,F22270QT0,T27hv-30|F22270***|T27hv-**,27,2560,1440,IPS LCD,20.1,0.81,0.16,350,,2022-09-26
Lenovo,H20215FE0,E22-20,E22-28|T22s-20|E22*-**|T22*-**|L22-28|L22*-**|H20215FE*,21.5,1920,1080,TFT LCD,11.24,0.21,0.2,250,,2022-05-19
Lenovo,H20215FE0,E22-20,T22s-20,21.5,1920,1080,TFT LCD,11.24,0.21,0.2,250,,2020-05-12
Lenovo,H20238FE0,E24-20,E24-28|T24s-20|E24*-**|T24*-**|L24-28|L24*-**|H20238FE*,23.8,1920,1080,TFT LCD,12.98,0.21,0.21,250,,2022-05-19
Lenovo,H20238FE0,E24-20,T24s-20,23.8,1920,1080,TFT LCD,12.98,0.21,0.21,250,,2020-06-11
Lenovo,H22195HE0,E20-30,D20-30|H22195HL0|D20**-**|H22195***|E20**-**,19.5,1600,900,TN LCD,9.84,0.29,0.16,250,,2021-12-16
Lenovo,H22245FS0,S25e-30,L25*-**|L25e-40|H22245***|S25*-**|TS25*-**|TS25e-20|H22245FL0,24.5,1920,1080,VA LCD,14.27,0.22,0.17,250,,2022-10-13
Lenovo,H23270FS0,H23270FS0,S27i-30|S27*-**|H23270***,27,1920,1080,IPS LCD,15.7,0.16,0.13,300,,2023-03-24
Lenovo,H25270FE0,H25270FE0,E27-40|TS27-40|E27-**|TS27-**|H25270FE*|H25270***,27,1920,1080,IPS LCD,12.61,0.1,0.08,300,,2025-04-29
Lenovo,H25270QE0,H25270QE0,E27Q-40|TS27Q-40|E27*-**|TS27*-**|H25270QE*|H25270***,27,2560,1440,IPS LCD,16.21,0.18,0.16,350,,2025-04-29
Lenovo,"L28u-35,E28u-20,T28us-20,H22280UL0,H22280UE0,L28**-**,E28**-**,T28**-**, H22280***(*can be 0-9,a-z,A-Z,+,-,\ or blank)","L28u-35,E28u-20,T28us-20,H22280UL0,H22280UE0,L28**-**,E28**-**,T28**-**, H22280***(*can be 0-9,a-z,A-Z,+,-,\ or blank)",L28u-35|E28u-20|T28us-20|H22280UL0|H22280UE0|L28**-**|E28**-**|T28**-**|H22280***,28,2160,3840,IPS LCD,25.25,0.19,0.17,0,,2021-12-21
Lenovo,M24195HD0,C20-39,M24195HD*,19.5,1600,900,IPS LCD,9.43,0.12,0.09,250,,2025-02-06
Lenovo,M24215FD0,C22-39,M24215FD*,21.5,1920,1080,IPS LCD,13.44,0.11,0.09,350,,2025-02-06
Lenovo,Q24i-10,F19238FL0,F19238FX0|X24i-20,60.5,1080,1920,TFT LCD,13.51,0.2,0.19,265,,2019-07-18
Lenovo,S22i-30,G24215FS0,,21.5,1920,1080,IPS LCD,12.08,0.18,0.16,280,,2023-12-14
Lenovo,S24e-20,F20238FS0,,23.8,1080,1920,TN LCD,10.52,0.14,0.13,249.6,,2020-11-30
Lenovo,"S24i-** (*=A-Z, a-z, 0-9, +, hyphen, \ or blank)","S24i-** (*=A-Z, a-z, 0-9, +, hyphen, \ or blank)",S24i-**|F23238***,23.8,1920,1080,IPS LCD,13.47,0.17,0.15,246.5,,2022-11-01
Lenovo,T1714pA,T1714p,T1714|T1714A,17,1280,1024,TN LCD,8.92,0.17,0.11,250,,2019-11-13
Lenovo,T2364tA,T2364t,T2364p|T23i-10|P23i-10|T2364pA,23,1920,1080,VA LCD,13.45,0.2,0.11,250,,2019-11-13
Lenovo,T24-40,A25238FT0,,23.8,1920,1080,TFT LCD,11.6,0.19,0.07,250,,2024-11-27
Lenovo,T24d-30,A24240WT0,T24d-3W,24,1920,1200,TFT LCD,12.2,0.19,0.13,300,,2024-05-24
LG,17MT70*-*.******,17MT70*,,17,2560,1600,IPS LCD,7.15,0.25,,350,,2025-01-07
LG,20M35PH,20M35PH-B,,19.5,1600,900,IPS LCD,9.75,0.24,0.14,250,,2020-05-05
LG,20MK40L,20MK40L-*,,19.4,1366,768,IPS LCD,9.88,0.16,0.11,200,,2024-06-21
LG,20U401A,20U401A-*,,19,1600,900,IPS LCD,9.96,0.15,0.11,250,,2024-10-21
LG,22BL450Y,22BL450Y-B,22BL450Y-W,21.5,1920,1080,IPS LCD,11.54,0.18,0.18,210,,2019-11-05
LG,22BN550Y,22BN550Y-B,,21.5,1920,1080,IPS LCD,11.93,0.16,0.1,250,,2019-11-12
LG,22BP410,22BP410-*,,21.5,1920,1080,IPS LCD,12.59,0.16,0.11,309.6,,2022-08-10
LG,22MB35DE,22MB35D-I,22MB35P-I|22MB35PE|22MB35PY-I|22MB35PYI,21.5,1920,1080,IPS LCD,12.48,0.13,0.12,230,,2019-11-05
LG,22MP415-*,22MP415,,21.5,1920,1080,IPS LCD,11.59,0.13,0.12,250,,2026-05-12
LG,22MP55PJ,22MP55PJ-B,,21.5,1920,1080,IPS LCD,11.93,0.16,0.1,250,,2019-11-12
LG,24BA400,24BA400-*,,23.8,1920,1080,IPS LCD,13.5,0.26,0.18,250,,2024-07-12
LG,24BA450,24BA450,,23.8,1920,1080,IPS LCD,9.7,0.13,0.12,250,,2024-03-27
LG,24BA55W,24BA55W-*,,24,1920,1200,IPS LCD,14.4,0.16,0.16,350,,2025-01-16
LG,24BA560,24BA560,24BA550,23.8,1920,1080,IPS LCD,11.2,0.16,0.14,250,,2024-03-01
LG,24BA650,24BA650-*,,23.8,1920,1080,IPS LCD,14.8,0.28,0.17,250,,2024-05-31
LG,24BA750,24BA750-*,,23.8,1920,1080,IPS LCD,14.8,0.31,0.18,250,,2024-05-31
LG,24BA850,24BA850-*,,23.8,1920,1080,IPS LCD,14.8,0.28,0.18,250,,2024-05-14
LG,24BF430B-*,24BF430B,,23.8,1920,1080,IPS LCD,13.12,0.1,0.08,250,,2026-05-12
LG,24BF440B-*,24BF440B,,23.8,1920,1080,IPS LCD,12.01,0.11,0.1,250,,2026-04-23
LG,24BF450B-*,24BF450B,,23.8,1920,1080,IPS LCD,11.94,0.1,0.09,250,,2026-05-12
LG,24BF550B-*,24BF550B,,23.8,1920,1080,IPS LCD,12.87,0.14,0.13,250,,2026-04-23
LG,24BF640B-*,24BF640B,,23.8,1920,1080,IPS LCD,13.13,0.19,0.19,250,,2026-04-15
LG,24BK550Y,24BK550Y-B,24BK550Y-H|24BK550Y-I|24BL550Y-B|24BL550J,23.8,1920,1080,IPS LCD,13.94,0.14,0.14,250,,2019-11-10
LG,24BK55YP,24BK55YP-*,,23.8,1920,1080,IPS LCD,13.94,0.14,0.14,250,,2023-04-10
LG,24BK55YT,24BK55YT-*,,23.8,1920,1080,IPS LCD,13.94,0.14,0.14,250,,2023-04-10
LG,24BL450Y,24BL450Y-*,24BL450Y-T,23.8,1920,1080,IPS LCD,12.39,0.18,0.18,230,,2019-11-13
LG,24BL550J-B,24BK55YP-*,,23.8,1920,1080,IPS LCD,13.94,0.14,0.14,220,,2023-06-28
LG,24BL650C,24BL650C-B,,23.8,1920,1080,IPS LCD,13.38,0.31,0.23,220,,2019-11-13
LG,24BN550Y,"24BN550Y-*24BN550Y-* (""*"" can be 'blank' or A~Z, Ex.:24BN550Y-B)",24BN550Y-*24BN550Y-*,23.8,1920,1080,IPS LCD,11.28,0.13,0.13,220,,2020-04-14
LG,24BN55YP,"24BN55YP-*24BN55YP-* (""*"" can be 'blank' or A~Z,Ex.:24BN55YP-B)",24BN55YP-*24BN55YP-*,23.8,1920,1080,IPS LCD,11.28,0.13,0.13,220,,2022-09-07
LG,24BN650Y,24BN650Y-*,,23.8,1920,1080,IPS LCD,12.31,0.19,0.19,250,,2020-03-18
LG,24BN65YP,24BN65YP-*,,23.8,1920,1080,IPS LCD,12.31,0.19,0.19,250,,2022-09-09
LG,24BP450Y,24BP450Y-*,,24.4,1920,1080,IPS LCD,13.23,0.23,0.23,265,,2021-10-27
LG,24BP45SP,24BP45SP-*,,24.4,1920,1080,IPS LCD,13.53,0.26,0.25,270,,2022-09-09
LG,24BP45YP,24BP45YP-*,,24.4,1920,1080,IPS LCD,13.23,0.23,0.23,265,,2022-09-07
LG,24BP55Q,24BP55Q-*,,23.8,2560,1440,IPS LCD,11.38,0.12,0.11,348.2,,2022-08-19
LG,24BP750C,24BP750C-*,,23.8,1920,1080,IPS LCD,14.34,0.36,0.13,250,,2021-10-14
LG,24BP75CP,24BP75CP-*,,23.8,1920,1080,IPS LCD,14.34,0.36,0.13,250,,2022-09-08
LG,24BP75Q,24BP75Q-*,,23.8,2560,1440,IPS LCD,16.37,0.15,0.08,330,,2021-01-06
LG,24BQ55WY,24BQ55WY-*,,24.1,1920,1200,IPS LCD,12.9,0.19,0.19,310.6,,2022-05-30
LG,24BR550Y,24BR550Y-*,,23.8,1920,1080,IPS LCD,11.86,0.12,0.12,228.1,,2022-09-26
LG,24BR650B,24BR650B-*,,23.8,1920,1080,IPS LCD,14.5,0.23,0.18,209,,2022-12-01
LG,24BR750C,24BR750C-*,,23.8,1920,1080,IPS LCD,13.91,0.32,0.17,266.2,,2022-09-29
LG,24BR750E,24BR750E-*,24BR750E-C,23.8,1920,1080,IPS LCD,14.8,0.28,0.17,250,,2023-11-08
LG,24MP750C,24MP750C-*,,23.8,1920,1080,IPS LCD,14.34,0.36,0.13,250,,2022-04-26
LG,25BL55WY,25BL55WY-B,,25,1920,1200,IPS LCD,15.03,0.21,0.18,250,,2019-11-07
LG,25MS550,25MS550-*,,24.5,1920,1080,IPS LCD,13,0.27,0.16,250,,2024-06-06
LG,26BQ500,26BQ500-*,,25.7,2560,1080,IPS LCD,14.44,0.14,0.14,260.6,,2022-08-26
